timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-11-06T15:32:34,codecarbon,ab07718b-de1c-496e-91b2-c0ffd4e84ef5,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.1535916000138968,2.214386652360756e-08,1.4417368216493612e-07,7.5,0.0,6.730809688568115,3.176875000159877e-07,0,2.429670854124108e-07,5.606545854283984e-07,Canada,CAN,ontario,,,Windows-11-10.0.22631-SP0,3.13.0,2.7.2,8,AMD Ryzen 5 3500U with Radeon Vega Mobile Gfx,,,-79.9441,43.266,17.94882583618164,machine,N,1.0
2024-11-06T15:37:39,codecarbon,515a920a-2566-4af3-92ef-5b930f41ca18,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.15042520000133663,2.1765796594351643e-08,1.4469514811453293e-07,7.5,0.0,6.730809688568115,3.1103791661735157e-07,0,2.400444182185886e-07,5.510823348359402e-07,Canada,CAN,ontario,,,Windows-11-10.0.22631-SP0,3.13.0,2.7.2,8,AMD Ryzen 5 3500U with Radeon Vega Mobile Gfx,,,-79.9441,43.266,17.94882583618164,machine,N,1.0
